language1;lex1;lex_utf81;voc_lex_utf81
Hebrew;YN=/;צן֜;צִן
Hebrew;RXB====/;רחב֜;רְחֹב
Hebrew;XMT=/;חמת֜;חֲמָת
Hebrew;>XJMN/;אחימן֜;אֲחִימַן
Hebrew;CCJ=/;שׁשׁי֜;שֵׁשַׁי
Hebrew;TLMJ/;תלמי֜;תַּלְמַי
Hebrew;<NQ/;ענק֜;עֲנָק
Hebrew;Y<N/;צען֜;צֹעַן
Hebrew;>CKL=/;אשׁכל֜;אֶשְׁכֹּל
Hebrew;ZMWRH/;זמורה֜;זְמֹורָה
Hebrew;>PS/;אפס֜;אֶפֶס
Hebrew;BYWR/;בצור֜;בָּצוּר
Hebrew;HSH[;הסה;הסה
Hebrew;BZ/;בז֜;בַּז
Hebrew;N>Y[;נאץ;נאץ
Hebrew;GDL/;גדל֜;גֹּדֶל
Hebrew;ZNWT/;זנות֜;זְנוּת
Hebrew;TNW>H/;תנואה֜;תְּנוּאָה
Hebrew;<PL[;עפל;עפל
Hebrew;XRMH/;חרמה֜;חָרְמָה
Hebrew;CLJCJT/;שׁלישׁית֜;שְׁלִישִׁית
Hebrew;<RJSH/;עריסה֜;עֲרִיסָה
Hebrew;XV>H==/;חטאה֜;חֶטְאָה
Hebrew;GDP[;גדף;גדף
Hebrew;YJYT/;ציצת֜;צִיצִת
Hebrew;DTN=/;דתן֜;דָּתָן
Hebrew;>BJRM/;אבירם֜;אֲבִירָם
Hebrew;>WN===/;און֜;אֹון
Hebrew;PLT/;פלת֜;פֶּלֶת
Hebrew;QRJ>/;קריא֜;קָרִיא
Hebrew;FRR[;שׂרר;שׂרר
Hebrew;NQR[;נקר;נקר
Hebrew;BRJ>H/;בריאה֜;בְּרִיאָה
Hebrew;RQ</;רקע֜;רִקֻּעַ
Hebrew;RMM=[;רמם;רמם
Hebrew;MHRH/;מהרה֜;מְהֵרָה
Hebrew;YWY[;צוץ;צוץ
Hebrew;MRJ/;מרי֜;מְרִי
Hebrew;MCXH===/;משׁחה֜;מָשְׁחָה
Hebrew;JYHR/;יצהר֜;יִצְהָר
Hebrew;XLP/;חלף֜;חֵלֶף
Hebrew;JQB/;יקב֜;יֶקֶב
Hebrew;YMJD=/;צמיד֜;צָמִיד
Hebrew;SL</;סלע֜;סֶלַע
Hebrew;MSLH/;מסלה֜;מְסִלָּה
Hebrew;MKR/;מכר֜;מֶכֶר
Hebrew;HR=/;הר֜;הֹר
Hebrew;<RD/;ערד֜;עֲרָד
Hebrew;>TRJM/;אתרים֜;אֲתָרִים
Hebrew;QLQL/;קלקל֜;קְלֹקֵל
Hebrew;FRP/;שׂרף֜;שָׂרָף
Hebrew;>BT/;אבת֜;אֹבֹת
Hebrew;<JJ_H<BRJM/;עיי העברים֜;עִיֵּי הָעֲבָרִים
Hebrew;ZRD/;זרד֜;זֶרֶד
Hebrew;>RNWN/;ארנון֜;אַרְנֹון
Hebrew;WHB/;והב֜;וָהֵב
Hebrew;SWPH=/;סופה֜;סוּפָה
Hebrew;>CD/;אשׁד֜;אָשֵׁד
Hebrew;<R==/;ער֜;עָר
Hebrew;B>R=/;באר֜;בְּאֵר
Hebrew;MTNH=/;מתנה֜;מַתָּנָה
Hebrew;NXLJ>L/;נחליאל֜;נַחֲלִיאֵל
Hebrew;BMWT/;במות֜;בָּמֹות
Hebrew;GJ>/;גיא֜;גַּיְא
Hebrew;PSGH/;פסגה֜;פִּסְגָּה
Hebrew;JCJMN/;ישׁימן֜;יְשִׁימֹן
Hebrew;SJXWN/;סיחון֜;סִיחֹון
Hebrew;JHYH/;יהצה֜;יָהְצָה
Hebrew;XCBWN==/;חשׁבון֜;חֶשְׁבֹּון
Hebrew;MCL=[;משׁל;משׁל
Hebrew;LHBH/;להבה֜;לֶהָבָה
Hebrew;QRJH/;קריה֜;קִרְיָה
Hebrew;>WJ;אוי;אֹוי
Hebrew;KMWC/;כמושׁ֜;כְּמֹושׁ
Hebrew;PLJV=/;פליט֜;פָּלֵיט
Hebrew;CBJT/;שׁבית֜;שְׁבִית
Hebrew;DJBN/;דיבן֜;דִּיבֹן
Hebrew;NPX/;נפח֜;נֹפַח
Hebrew;MJDB>/;מידבא֜;מֵידְבָא
Hebrew;J<ZR/;יעזר֜;יַעְזֵר
Hebrew;LKD[;לכד;לכד
Hebrew;BCN/;בשׁן֜;בָּשָׁן
Hebrew;<WG/;עוג֜;עֹוג
Hebrew;>DR<J/;אדרעי֜;אֶדְרֶעִי
Hebrew;FRJD/;שׂריד֜;שָׂרִיד
Hebrew;<RBH/;ערבה֜;עֲרָבָה
Hebrew;JRJXW/;יריחו֜;יְרִיחֹוֿ יְרִחֹו
Hebrew;BLQ/;בלק֜;בָּלָק
Hebrew;YPWR=/;צפור֜;צִפֹּור
Hebrew;GWR==[;גור;גור
Hebrew;LXK[;לחך;לחך
Hebrew;BL<M/;בלעם֜;בִּלְעָם
Hebrew;PTWR/;פתור֜;פְּתֹור
Hebrew;QSM/;קסם֜;קֶסֶם
Hebrew;QBB[;קבב;קבב
Hebrew;FVN/;שׂטן֜;שָׂטָן
Hebrew;CLP[;שׁלף;שׁלף
Hebrew;MC<WL/;משׁעול֜;מִשְׁעֹול
Hebrew;GDR/;גדר֜;גָּדֵר
Hebrew;YR/;צר֜;צַר
Hebrew;SKN[;סכן;סכן
Hebrew;JRV[;ירט;ירט
Hebrew;QRJT_XYWT/;קרית חצות֜;קִרְיַת חֻצֹות
Hebrew;BMWT_B<L/;במות בעל֜;בָּמֹות בַּעַל
Hebrew;CPJ/;שׁפי֜;שְׁפִי
Hebrew;MCL/;משׁל֜;מָשָׁל
Hebrew;Z<M[;זעם;זעם
Hebrew;CWR[;שׁור;שׁור
Hebrew;RB<==/;רבע֜;רֹבַע
Hebrew;KZB[;כזב;כזב
Hebrew;>WN=/;און֜;אָוֶן
Hebrew;TW<PWT/;תועפות֜;תֹּועָפֹות
Hebrew;R>M/;ראם֜;רְאֵם
Hebrew;NXC=/;נחשׁ֜;נַחַשׁ
Hebrew;>RJ/;ארי֜;אֲרִי
Hebrew;JCR[;ישׁר;ישׁר
Hebrew;P<WR/;פעור֜;פְּעֹור
Hebrew;CTM/;שׁתם֜;שְׁתֻם
Hebrew;>MR/;אמר֜;אֵמֶר
Hebrew;GNH/;גנה֜;גַּנָּה
Hebrew;>HL==/;אהל֜;אָהָל
Hebrew;DLJ/;דלי֜;דְּלִי
Hebrew;>GG/;אגג֜;אֲגַג
Hebrew;MLKWT/;מלכות֜;מַלְכוּת
Hebrew;GRM[;גרם;גרם
Hebrew;MXY[;מחץ;מחץ
Hebrew;SPQ[;ספק;ספק
Hebrew;DRK[;דרך;דרך
Hebrew;QRQR/;קרקר֜;קַרְקַר
Hebrew;CT=/;שׁת֜;שֵׁת
Hebrew;JRCH=/;ירשׁה֜;יְרֵשָׁה
Hebrew;QJN==/;קין֜;קַיִן
Hebrew;YJ=/;צי֜;צִי
Hebrew;CVJM/;שׁטים֜;שִׁטִּים
Hebrew;YMD[;צמד;צמד
Hebrew;B<L_P<WR/;בעל פעור֜;בַּעַל פְּעֹור
Hebrew;RMX/;רמח֜;רֹמַח
Hebrew;QBH=/;קבה֜;קֻבָּה
Hebrew;DQR[;דקר;דקר
Hebrew;QBH/;קבה֜;קֵבָה
Hebrew;ZMRJ/;זמרי֜;זִמְרִי
Hebrew;SLW>/;סלוא֜;סָלוּא
Hebrew;CM<NJ/;שׁמעני֜;שִׁמְעֹנִי
Hebrew;KZBJ/;כזבי֜;כָּזְבִּי
Hebrew;YWR==/;צור֜;צוּר
Hebrew;NKL/;נכל֜;נֵכֶל
Hebrew;XNKJ/;חנכי֜;חֲנֹכִי
Hebrew;PL>J=/;פלאי֜;פַּלֻּאִי
Hebrew;XYRWNJ/;חצרוני֜;חֶצְרֹונִי
Hebrew;KRMJ/;כרמי֜;כַּרְמִי
Hebrew;R>WBNJ/;ראובני֜;רְאוּבֵנִי
Hebrew;NMW>L/;נמואל֜;נְמוּאֵל
Hebrew;NMW>LJ/;נמואלי֜;נְמוּאֵלִי
Hebrew;JMJNJ=/;ימיני֜;יָמִינִי
Hebrew;JKJNJ/;יכיני֜;יָכִינִי
Hebrew;ZRXJ/;זרחי֜;זַרְחִי
Hebrew;C>WLJ/;שׁאולי֜;שָׁאוּלִי
Hebrew;YPWN==/;צפון֜;צְפֹון
Hebrew;YPWNJ/;צפוני֜;צְפֹונִי
Hebrew;XGJ/;חגי֜;חַגִּי
Hebrew;CWNJ/;שׁוני֜;שׁוּנִי
Hebrew;>ZNJ=/;אזני֜;אָזְנִי
Hebrew;>ZNJ/;אזני֜;אָזְנִי
Hebrew;<RJ/;ערי֜;עֵרִי
Hebrew;>RWD/;ארוד֜;אֲרֹוד
Hebrew;>RWDJ=/;ארודי֜;אֲרֹודִי
Hebrew;>R>LJ/;אראלי֜;אַרְאֵלִי
Hebrew;CLNJ/;שׁלני֜;שֵׁלָנִי
Hebrew;PRYJ/;פרצי֜;פַּרְצִי
Hebrew;XMWLJ/;חמולי֜;חָמוּלִי
Hebrew;TWL<J/;תולעי֜;תֹּולָעִי
Hebrew;PWNJ/;פוני֜;פּוּנִי
Hebrew;JCWB/;ישׁוב֜;יָשׁוּב
Hebrew;JCBJ/;ישׁבי֜;יָשֻׁבִי
Hebrew;CMRNJ/;שׁמרני֜;שִׁמְרֹנִי
Hebrew;SRDJ/;סרדי֜;סַרְדִּי
Hebrew;>LNJ/;אלני֜;אֵלֹנִי
Hebrew;JXL>LJ/;יחלאלי֜;יַחְלְאֵלִי
Hebrew;ZBWLNJ/;זבולני֜;זְבוּלֹנִי
Hebrew;MKJRJ/;מכירי֜;מָכִירִי
Hebrew;GL<DJ/;גלעדי֜;גִּלְעָדִי
Hebrew;>J<ZR/;איעזר֜;אִיעֶזֶר
Hebrew;>J<ZRJ/;איעזרי֜;אִיעֶזְרִי
Hebrew;XLQ====/;חלק֜;חֵלֶק
Hebrew;XLQJ/;חלקי֜;חֶלְקִי
Hebrew;>FRJ>L/;אשׂריאל֜;אַשְׂרִיאֵל
Hebrew;>FRJ>LJ/;אשׂריאלי֜;אַשְׂרִיאֵלִי
Hebrew;CKM===/;שׁכם֜;שֶׁכֶם
Hebrew;CKMJ/;שׁכמי֜;שִׁכְמִי
Hebrew;CMJD</;שׁמידע֜;שְׁמִידָע
Hebrew;CMJD<J/;שׁמידעי֜;שְׁמִידָעִי
Hebrew;XPR/;חפר֜;חֵפֶר
Hebrew;XPRJ/;חפרי֜;חֶפְרִי
Hebrew;YLPXD/;צלפחד֜;צְלָפְחָד
Hebrew;MXLH====/;מחלה֜;מַחְלָה
Hebrew;N<H/;נעה֜;נֹעָה
Hebrew;XGLH/;חגלה֜;חָגְלָה
Hebrew;TRYH=/;תרצה֜;תִּרְצָה
Hebrew;CWTLX/;שׁותלח֜;שׁוּתֶלַח
Hebrew;CTLXJ/;שׁתלחי֜;שֻׁתַלְחִי
Hebrew;BKRJ/;בכרי֜;בַּכְרִי
Hebrew;TXN/;תחן֜;תַּחַן
Hebrew;TXNJ/;תחני֜;תַּחֲנִי
Hebrew;<RN/;ערן֜;עֵרָן
Hebrew;<RNJ/;ערני֜;עֵרָנִי
Hebrew;BL<J/;בלעי֜;בַּלְעִי
Hebrew;>CBLJ/;אשׁבלי֜;אַשְׁבֵּלִי
Hebrew;>XJRM/;אחירם֜;אֲחִירָם
Hebrew;>XJRMJ/;אחירמי֜;אֲחִירָמִי
Hebrew;CPWPM/;שׁפופם֜;שְׁפוּפָם
Hebrew;CWPMJ/;שׁופמי֜;שׁוּפָמִי
Hebrew;XWPM/;חופם֜;חוּפָם
Hebrew;XWPMJ/;חופמי֜;חוּפָמִי
Hebrew;>RDJ/;ארדי֜;אַרְדִּי
Hebrew;N<MJ/;נעמי֜;נַעֲמִי
Hebrew;CWXM/;שׁוחם֜;שׁוּחָם
Hebrew;CWXMJ/;שׁוחמי֜;שׁוּחָמִי
Hebrew;JCWJ/;ישׁוי֜;יִשְׁוִי
Hebrew;BRJ<J/;בריעי֜;בְּרִיעִי
Hebrew;XBRJ/;חברי֜;חֶבְרִי
Hebrew;MLKJ>LJ/;מלכיאלי֜;מַלְכִּיאֵלִי
Hebrew;JXY>LJ/;יחצאלי֜;יַחְצְאֵלִי
Hebrew;GWNJ/;גוני֜;גּוּנִי
Hebrew;JYRJ/;יצרי֜;יִצְרִי
Hebrew;CLMJ/;שׁלמי֜;שִׁלֵּמִי
Hebrew;MRRJ/;מררי֜;מְרָרִי
Hebrew;<BRJM/;עברים֜;עֲבָרִים
Hebrew;HWD/;הוד֜;הֹוד
Hebrew;>SR/;אסר֜;אִסָּר
Hebrew;NW>[;נוא;נוא
Hebrew;MBV>/;מבטא֜;מִבְטָא
Hebrew;MWY>/;מוצא֜;מֹוצָא
Hebrew;NQMH/;נקמה֜;נְקָמָה
Hebrew;MSR[;מסר;מסר
Hebrew;>WJ/;אוי֜;אֱוִי
Hebrew;RQM/;רקם֜;רֶקֶם
Hebrew;RB<====/;רבע֜;רֶבַע
Hebrew;MLQWX/;מלקוח֜;מַלְקֹוחַ
Hebrew;BDJL=/;בדיל֜;בְּדִיל
Hebrew;MKS/;מכס֜;מֶכֶס
Hebrew;MXYH/;מחצה֜;מֶחֱצָה
Hebrew;>Y<DH/;אצעדה֜;אֶצְעָדָה
Hebrew;<GJL/;עגיל֜;עָגִיל
Hebrew;<VRWT/;עטרות֜;עֲטָרֹות
Hebrew;NMRH/;נמרה֜;נִמְרָה
Hebrew;>L<LH/;אלעלה֜;אֶלְעָלֵה
Hebrew;FBM/;שׂבם֜;שְׂבָם
Hebrew;NBW=/;נבו֜;נְבֹו
Hebrew;B<N/;בען֜;בְּעֹן
Hebrew;QDC_BRN</;קדשׁ ברנע֜;קָדֵשׁ בַּרְנֵעַ
Hebrew;TRBWT/;תרבות֜;תַּרְבּוּת
Hebrew;GDRH/;גדרה֜;גְּדֵרָה
Hebrew;XWC[;חושׁ;חושׁ
Hebrew;YN>/;צנא֜;צֹנָא
Hebrew;GBWLH/;גבולה֜;גְּבוּלָה
Hebrew;<RW<R=/;ערוער֜;עֲרֹועֵר
Hebrew;<VRWT_CWPN/;עטרות שׁופן֜;עַטְרֹות שֹׁופָן
Hebrew;JGBHH/;יגבהה֜;יָגְבֳּהָה
Hebrew;BJT_NMRH/;בית נמרה֜;בֵּית נִמְרָה
Hebrew;BJT_HRN/;בית הרן֜;בֵּית הָרָן
Hebrew;B<L_M<WN/;בעל מעון֜;בַּעַל מְעֹון
Hebrew;FBMH/;שׂבמה֜;שִׂבְמָה
Hebrew;J>JR/;יאיר֜;יָאִיר
Hebrew;XWH/;חוה֜;חַוָּה
Hebrew;NBX=/;נבח֜;נֹבַח
Hebrew;QNT/;קנת֜;קְנָת
Hebrew;NBX/;נבח֜;נֹבַח
Hebrew;HXJRWT/;החירות֜;הַחִירֹות
Hebrew;DPQH/;דפקה֜;דָּפְקָה
Hebrew;>LWC/;אלושׁ֜;אָלוּשׁ
Hebrew;RTMH/;רתמה֜;רִתְמָה
Hebrew;RMWN_PRY/;רמון פרץ֜;רִמֹּון פֶּרֶץ
Hebrew;LBNH====/;לבנה֜;לִבְנָה
Hebrew;RSH/;רסה֜;רִסָּה
Hebrew;QHLTH/;קהלתה֜;קְהֵלָתָה
Hebrew;CPR=/;שׁפר֜;שֶׁפֶר
Hebrew;XRDH=/;חרדה֜;חֲרָדָה
Hebrew;MQHLT/;מקהלת֜;מַקְהֵלֹת
Hebrew;TXT=/;תחת֜;תַּחַת
Hebrew;TRX=/;תרח֜;תָּרַח
Hebrew;MTQH/;מתקה֜;מִתְקָה
Hebrew;XCMNH/;חשׁמנה֜;חַשְׁמֹנָה
Hebrew;MSRWT/;מסרות֜;מֹסֵרֹות
Hebrew;BNJ_J<QN/;בני יעקן֜;בְּנֵי יַעֲקָן
Hebrew;XR_HGDGD/;חר הגדגד֜;חֹר הַגִּדְגָּד
Hebrew;JVBTH/;יטבתה֜;יָטְבָתָה
Hebrew;<BRNH/;עברנה֜;עַבְרֹנָה
Hebrew;<YJWN_GBR/;עציון גבר֜;עֶצְיֹון גֶּבֶר
Hebrew;YLMNH/;צלמנה֜;צַלְמֹנָה
Hebrew;PWNN/;פונן֜;פּוּנֹן
Hebrew;<JJM/;עיים֜;עִיִּים
Hebrew;<LMWN_DBLTJMH/;עלמון דבלתימה֜;עַלְמֹון דִּבְלָתָיְמָה
Hebrew;BJT_HJCMWT/;בית הישׁמות֜;בֵּית הַיְשִׁמֹות
Hebrew;>BL_HCVJM/;אבל השׁטים֜;אָבֵל הַשִּׁטִּים
Hebrew;FK/;שׂך֜;שֵׂךְ
Hebrew;YNJNJM/;צנינים֜;צְנִינִים
Hebrew;DMH[;דמה;דמה
Hebrew;M<LH_<QRBJM/;מעלה עקרבים֜;מַעֲלֵה עַקְרַבִּים
Hebrew;TWY>WT/;תוצאות֜;תֹּוצָאֹות
Hebrew;XYR_>DR/;חצר אדר֜;חֲצַר אַדָּר
Hebrew;<YMWN/;עצמון֜;עַצְמֹון
Hebrew;T>H[;תאה;תאה
Hebrew;YDD/;צדד֜;צְדָד
Hebrew;ZPRWN/;זפרון֜;זִפְרֹון
Hebrew;XYR_<JNN/;חצר עינן֜;חֲצַר עֵינָן
Hebrew;CPM/;שׁפם֜;שְׁפָם
Hebrew;RBLH/;רבלה֜;רִבְלָה
Hebrew;<JN=/;עין֜;עַיִן
Hebrew;MXH=[;מחה;מחה
Hebrew;KNRT/;כנרת֜;כִּנֶּרֶת
Hebrew;GDJ=/;גדי֜;גָּדִי
Hebrew;CMW>L/;שׁמואל֜;שְׁמוּאֵל
Hebrew;>LJDD/;אלידד֜;אֱלִידָד
Hebrew;KSLWN=/;כסלון֜;כִּסְלֹון
Hebrew;BQJ/;בקי֜;בֻּקִּי
Hebrew;JGLJ/;יגלי֜;יָגְלִי
Hebrew;XNJ>L/;חניאל֜;חַנִּיאֵל
Hebrew;>PD=/;אפד֜;אֵפֹד
Hebrew;CPVN/;שׁפטן֜;שִׁפְטָן
Hebrew;PRNK/;פרנך֜;פַּרְנָךְ
Hebrew;PLVJ>L/;פלטיאל֜;פַּלְטִיאֵל
Hebrew;<ZN/;עזן֜;עַזָּן
Hebrew;>XJHWD/;אחיהוד֜;אֲחִיהוּד
Hebrew;CLMJ=/;שׁלמי֜;שְׁלֹמִי
Hebrew;PDH>L/;פדהאל֜;פְּדַהְאֵל
Hebrew;MQLV/;מקלט֜;מִקְלָט
Hebrew;FN>H/;שׂנאה֜;שִׂנְאָה
Hebrew;HDP[;הדף;הדף
Hebrew;YDJH/;צדיה֜;צְדִיָּה
Hebrew;XNP[;חנף;חנף
Hebrew;SWP==/;סוף֜;סוּף
Hebrew;TPL==/;תפל֜;תֹּפֶל
Hebrew;LBN==/;לבן֜;לָבָן
Hebrew;DJ_ZHB/;די זהב֜;דִּי זָהָב
Hebrew;<CTRWT/;עשׁתרות֜;עַשְׁתָּרֹות
Hebrew;B>R[;באר;באר
Hebrew;CPLH=/;שׁפלה֜;שְׁפֵלָה
Hebrew;LBNWN/;לבנון֜;לְבָנֹון
Hebrew;>JKH;איכה;אֵיכָה
Hebrew;VRX/;טרח֜;טֹרַח
Hebrew;XTT[;חתת;חתת
Hebrew;RGN[;רגן;רגן
Hebrew;<RY[;ערץ;ערץ
Hebrew;ZWLH/;זולה֜;זוּלָה
Hebrew;>NP[;אנף;אנף
Hebrew;MLXMT/;מלחמת֜;מִלְחֶמֶת
Hebrew;HWN[;הון;הון
Hebrew;DBWRH/;דבורה֜;דְּבֹורָה
Hebrew;GRH[;גרה;גרה
Hebrew;MDRK/;מדרך֜;מִדְרָךְ
Hebrew;JRCH/;ירשׁה֜;יְרֻשָּׁה
Hebrew;KRH=[;כרה;כרה
Hebrew;>JLT/;אילת֜;אֵילַת
Hebrew;YWR=[;צור;צור
Hebrew;MW>BJ/;מואבי֜;מֹואָבִי
Hebrew;<MWNJ/;עמוני֜;עַמֹּונִי
Hebrew;ZMZMJM/;זמזמים֜;זַמְזֻמִּים
Hebrew;<WJ/;עוי֜;עוי֜
Hebrew;KPTWR=/;כפתור֜;כַּפְתֹּור
Hebrew;XJL[;חיל;חיל
Hebrew;QDMWT/;קדמות֜;קְדֵמֹות
Hebrew;FGB[;שׂגב;שׂגב
Hebrew;XBL=/;חבל֜;חֶבֶל
Hebrew;>RGB/;ארגב֜;אַרְגֹּב
Hebrew;PRZJ=/;פרזי֜;פְּרָזִי
Hebrew;XRMWN/;חרמון֜;חֶרְמֹון
Hebrew;YJDNJ/;צידני֜;צִידֹנִי
Hebrew;FRJN/;שׂרין֜;שִׂרְיֹן
Hebrew;FNJR/;שׂניר֜;שְׂנִיר
Hebrew;MJCWR/;מישׁור֜;מִישֹׁור
Hebrew;SLKH/;סלכה֜;סַלְכָה
Hebrew;<RF/;ערשׂ֜;עֶרֶשׂ
Hebrew;RBH/;רבה֜;רַבָּה
Hebrew;GCWRJ/;גשׁורי֜;גְּשׁוּרִי
Hebrew;M<KTJ/;מעכתי֜;מַעֲכָתִי
Hebrew;MMLKH/;ממלכה֜;מַמְלָכָה
Hebrew;<BR=[;עבר;עבר
Hebrew;BJT_P<WR/;בית פעור֜;בֵּית פְּעֹור
Hebrew;LMD[;למד;למד
Hebrew;DBQ=/;דבק֜;דָּבֵק
Hebrew;BJNH/;בינה֜;בִּינָה
Hebrew;SML/;סמל֜;סֶמֶל
Hebrew;NDX[;נדח;נדח
Hebrew;KWR/;כור֜;כּוּר
Hebrew;K<S[;כעס;כעס
Hebrew;MSH/;מסה֜;מַסָּה
Hebrew;BYR=/;בצר֜;בֶּצֶר
Hebrew;RMT=/;רמת֜;רָמֹת
Hebrew;GWLN/;גולן֜;גֹּולָן
Hebrew;MNCJ/;מנשׁי֜;מְנַשִּׁי
Hebrew;FJ>N/;שׂיאן֜;שִׂיאֹן
Hebrew;CNN=[;שׁנן;שׁנן
Hebrew;XYB[;חצב;חצב
Hebrew;GD<[;גדע;גדע
Hebrew;PSJL/;פסיל֜;פָּסִיל
Hebrew;>LP/;אלף֜;אֶלֶף
Hebrew;<CTRT=/;עשׁתרת֜;עַשְׁתֶּרֶת
Hebrew;XLJ/;חלי֜;חֳלִי
Hebrew;MDWH/;מדוה֜;מַדְוֶה
Hebrew;HWM[;הום;הום
Hebrew;MHWMH/;מהומה֜;מְהוּמָה
Hebrew;JQC[;יקשׁ;יקשׁ
Hebrew;T<B[;תעב;תעב
Hebrew;BYQ[;בצק;בצק
Hebrew;MSKNT/;מסכנת֜;מִסְכֵּנֻת
Hebrew;<QRB/;עקרב֜;עַקְרָב
Hebrew;YM>WN/;צמאון֜;צִמָּאֹון
Hebrew;XLMJC/;חלמישׁ֜;חַלָּמִישׁ
Hebrew;<YM=/;עצם֜;עֹצֶם
Hebrew;RC<H/;רשׁעה֜;רִשְׁעָה
Hebrew;JCR=/;ישׁר֜;יֹשֶׁר
Hebrew;JGR[;יגר;יגר
Hebrew;QCJ/;קשׁי֜;קְשִׁי
Hebrew;RC<=/;רשׁע֜;רֶשַׁע
Hebrew;B>RT_BNJ_J<QN/;בארת בני יעקן֜;בְּאֵרֹת בְּנֵי יַעֲקָן
Hebrew;MWSRH=/;מוסרה֜;מֹוסֵרָה
Hebrew;GDGD/;גדגד֜;גִּדְגָּד
Hebrew;MWSR/;מוסר֜;מוּסָר
Hebrew;YWP[;צוף;צוף
Hebrew;JRQ=/;ירק֜;יָרָק
Hebrew;JWRH/;יורה֜;יֹורֶה
Hebrew;MLQWC/;מלקושׁ֜;מַלְקֹושׁ
Hebrew;GRZJM/;גרזים֜;גְּרִזִים
Hebrew;<JBL/;עיבל֜;עֵיבָל
Hebrew;MBW>/;מבוא֜;מָבֹוא
Hebrew;GLGL===/;גלגל֜;גִּלְגָּל
Hebrew;R<NN/;רענן֜;רַעֲנָן
Hebrew;MCLX/;משׁלח֜;מִשְׁלָח
Hebrew;>WH/;אוה֜;אַוָּה
Hebrew;YBJ=/;צבי֜;צְבִי
Hebrew;>JL/;איל֜;אַיָּל
Hebrew;NQC[;נקשׁ;נקשׁ
Hebrew;SRH/;סרה֜;סָרָה
Hebrew;SWT[;סות;סות
Hebrew;STR/;סתר֜;סֵתֶר
Hebrew;BLJ<L/;בליעל֜;בְּלִיַּעַל
Hebrew;XQR[;חקר;חקר
Hebrew;TL/;תל֜;תֵּל
Hebrew;GDD[;גדד;גדד
Hebrew;JXMWR/;יחמור֜;יַחְמוּר
Hebrew;>QW/;אקו֜;אַקֹּו
Hebrew;DJCWN/;דישׁון֜;דִּישֹׁון
Hebrew;T>W/;תאו֜;תְּאֹו
Hebrew;ZMR/;זמר֜;זֶמֶר
Hebrew;R>H=/;ראה֜;רָאָה
Hebrew;DJH/;דיה֜;דַּיָּה
Hebrew;RXMH/;רחמה֜;רָחָמָה
Hebrew;YWR[;צור;צור
Hebrew;CMVH/;שׁמטה֜;שְׁמִטָּה
Hebrew;MCH/;משׁה֜;מַשֶּׁה
Hebrew;<BV[;עבט;עבט
Hebrew;QPY[;קפץ;קפץ
Hebrew;MXSWR/;מחסור֜;מַחְסֹור
Hebrew;<NQ[;ענק;ענק
Hebrew;XRMC/;חרמשׁ֜;חֶרְמֵשׁ
Hebrew;MSH=/;מסה֜;מִסָּה
Hebrew;FMX/;שׂמח֜;שָׂמֵחַ
Hebrew;DJN/;דין֜;דִּין
Hebrew;RJBH/;ריבה֜;רִיבָה
Hebrew;ZDWN/;זדון֜;זָדֹון
Hebrew;LXJ/;לחי֜;לְחִי
Hebrew;GZ/;גז֜;גֵּז
Hebrew;QSM[;קסם;קסם
Hebrew;XBR=/;חבר֜;חֶבֶר
Hebrew;J<R/;יער֜;יַעַר
Hebrew;XVB[;חטב;חטב
Hebrew;GRZN/;גרזן֜;גַּרְזֶן
Hebrew;>RB[;ארב;ארב
Hebrew;SWG[;סוג;סוג
Hebrew;RKK[;רכך;רכך
Hebrew;XPZ[;חפז;חפז
Hebrew;XNK[;חנך;חנך
Hebrew;MYWR=/;מצור֜;מָצֹור
Hebrew;CBJH=/;שׁביה֜;שִׁבְיָה
Hebrew;YPRN/;צפרן֜;צִפֹּרֶן
Hebrew;<MR[;עמר;עמר
Hebrew;FNJ>/;שׂניא֜;שָׂנִיא
Hebrew;SRR[;סרר;סרר
Hebrew;ZLL[;זלל;זלל
Hebrew;SB>[;סבא;סבא
Hebrew;>PRX/;אפרח֜;אֶפְרֹחַ
Hebrew;BJYH/;ביצה֜;בֵּיצָה
Hebrew;M<QH/;מעקה֜;מַעֲקֶה
Hebrew;GDL==/;גדל֜;גָּדִל
Hebrew;<LJLH/;עלילה֜;עֲלִילָה
Hebrew;PY<[;פצע;פצע
Hebrew;DKH/;דכה֜;דַּכָּה
Hebrew;CPKH/;שׁפכה֜;שָׁפְכָה
Hebrew;MMZR/;ממזר֜;מַמְזֵר
Hebrew;QDM[;קדם;קדם
Hebrew;>DMJ/;אדמי֜;אֲדֹמִי
Hebrew;QRH=/;קרה֜;קָרֶה
Hebrew;>ZN=/;אזן֜;אָזֵן
Hebrew;Y>H/;צאה֜;צֵאָה
Hebrew;>TNN/;אתנן֜;אֶתְנַן
Hebrew;MXJR/;מחיר֜;מְחִיר
Hebrew;NCK=[;נשׁך;נשׁך
Hebrew;QVP[;קטף;קטף
Hebrew;MLJLH/;מלילה֜;מְלִילָה
Hebrew;KRJTWT/;כריתות֜;כְּרִיתוּת
Hebrew;MC>H/;משׁאה֜;מַשָּׁאָה
Hebrew;<BWV/;עבוט֜;עֲבֹוט
Hebrew;XBV[;חבט;חבט
Hebrew;P>R=[;פאר;פאר
Hebrew;QLH=[;קלה;קלה
Hebrew;XSM[;חסם;חסם
Hebrew;DWC[;דושׁ;דושׁ
