language1;lex1;lex_utf81;voc_lex_utf81
Hebrew;>WPJR/;אופיר֜;אֹופִיר
Hebrew;JWBB/;יובב֜;יֹובָב
Hebrew;MWCB/;מושׁב֜;מֹושָׁב
Hebrew;MC>=/;משׁא֜;מֵשָׁא
Hebrew;SPR===/;ספר֜;סְפָר
Hebrew;FPH/;שׂפה֜;שָׂפָה
Hebrew;DBR/;דבר֜;דָּבָר
Hebrew;NS<[;נסע;נסע
Hebrew;BQ<H/;בקעה֜;בִּקְעָה
Hebrew;R<=/;רע֜;רֵעַ
Hebrew;JHB[;יהב;יהב
Hebrew;LBN=[;לבן;לבן
Hebrew;LBNH/;לבנה֜;לְבֵנָה
Hebrew;FRP[;שׂרף;שׂרף
Hebrew;FRPH/;שׂרפה֜;שְׂרֵפָה
Hebrew;XMR==/;חמר֜;חֵמָר
Hebrew;XMR/;חמר֜;חֹמֶר
Hebrew;MGDL/;מגדל֜;מִגְדָּל
Hebrew;JRD[;ירד;ירד
Hebrew;<M/;עם֜;עַם
Hebrew;BYR=[;בצר;בצר
Hebrew;ZMM[;זמם;זמם
Hebrew;BLL[;בלל;בלל
Hebrew;XDL[;חדל;חדל
Hebrew;R<W/;רעו֜;רְעוּ
Hebrew;FRWG/;שׂרוג֜;שְׂרוּג
Hebrew;NXWR/;נחור֜;נָחֹור
Hebrew;TRX/;תרח֜;תֶּרַח
Hebrew;>BRM/;אברם֜;אַבְרָם
Hebrew;HRN/;הרן֜;הָרָן
Hebrew;LWV=/;לוט֜;לֹוט
Hebrew;MWLDT/;מולדת֜;מֹולֶדֶת
Hebrew;>WR===/;אור֜;אוּר
Hebrew;KFDJM/;כשׂדים֜;כַּשְׂדִּים
Hebrew;FRJ/;שׂרי֜;שָׂרַי
Hebrew;MLKH=/;מלכה֜;מִלְכָּה
Hebrew;JSKH/;יסכה֜;יִסְכָּה
Hebrew;<QR/;עקר֜;עָקָר
Hebrew;WLD/;ולד֜;וָלָד
Hebrew;KLH/;כלה֜;כַּלָּה
Hebrew;XRN/;חרן֜;חָרָן
Hebrew;GDL[;גדל;גדל
Hebrew;BRKH/;ברכה֜;בְּרָכָה
Hebrew;RKWC/;רכושׁ֜;רְכוּשׁ
Hebrew;RKC[;רכשׁ;רכשׁ
Hebrew;CKM=/;שׁכם֜;שְׁכֶם
Hebrew;>LWN/;אלון֜;אֵלֹון
Hebrew;MWRH===/;מורה֜;מֹורֶה
Hebrew;<TQ[;עתק;עתק
Hebrew;BJT_>L/;בית אל֜;בֵּית אֵל
Hebrew;NVH[;נטה;נטה
Hebrew;<J=/;עי֜;עַי
Hebrew;NGB/;נגב֜;נֶגֶב
Hebrew;R<B/;רעב֜;רָעָב
Hebrew;GWR[;גור;גור
Hebrew;KBD/;כבד֜;כָּבֵד
Hebrew;QRB[;קרב;קרב
Hebrew;N>;נא;נָא
Hebrew;JPH/;יפה֜;יָפֶה
Hebrew;>T=;את;אַתְּ
Hebrew;MYRJ/;מצרי֜;מִצְרִי
Hebrew;LM<N;למען;לְמַעַן
Hebrew;GLL/;גלל֜;גָּלָל
Hebrew;FR/;שׂר֜;שַׂר
Hebrew;PR<H/;פרעה֜;פַּרְעֹה
Hebrew;HLL[;הלל;הלל
Hebrew;BQR/;בקר֜;בָּקָר
Hebrew;XMWR/;חמור֜;חֲמֹור
Hebrew;CPXH/;שׁפחה֜;שִׁפְחָה
Hebrew;>TWN/;אתון֜;אָתֹון
Hebrew;GML/;גמל֜;גָּמָל
Hebrew;NG</;נגע֜;נֶגַע
Hebrew;KSP/;כסף֜;כֶּסֶף
Hebrew;MS</;מסע֜;מַסַּע
Hebrew;TXLH/;תחלה֜;תְּחִלָּה
Hebrew;JXDW;יחדו;יַחְדָּו
Hebrew;JKL[;יכל;יכל
Hebrew;RJB/;ריב֜;רִיב
Hebrew;PRZJ/;פרזי֜;פְּרִזִּי
Hebrew;>L=;אל;אַל
Hebrew;MRJBH/;מריבה֜;מְרִיבָה
Hebrew;>NXNW;אנחנו;אֲנַחְנוּ
Hebrew;FM>L/;שׂמאל֜;שְׂמֹאל
Hebrew;JMN[;ימן;ימן
Hebrew;JMJN/;ימין֜;יָמִין
Hebrew;FM>L[;שׂמאל;שׂמאל
Hebrew;KKR/;ככר֜;כִּכָּר
Hebrew;JRDN/;ירדן֜;יַרְדֵּן
Hebrew;MCQH/;משׁקה֜;מַשְׁקֶה
Hebrew;Y<R/;צער֜;צֹעַר
Hebrew;>HL[;אהל;אהל
Hebrew;XV>=/;חטא֜;חַטָּא
Hebrew;YPWN/;צפון֜;צָפֹון
Hebrew;MNH[;מנה;מנה
Hebrew;MMR>=/;ממרא֜;מַמְרֵא
Hebrew;XBRWN=/;חברון֜;חֶבְרֹון
Hebrew;>MRPL/;אמרפל֜;אַמְרָפֶל
Hebrew;MLK/;מלך֜;מֶלֶךְ
Hebrew;>RJWK/;אריוך֜;אַרְיֹוךְ
Hebrew;>LSR/;אלסר֜;אֶלָּסָר
Hebrew;KDRL<MR/;כדרלעמר֜;כְּדָרְלָעֹמֶר
Hebrew;TD<L/;תדעל֜;תִּדְעָל
Hebrew;GWJM/;גוים֜;גֹּויִם
Hebrew;MLXMH/;מלחמה֜;מִלְחָמָה
Hebrew;BR</;ברע֜;בֶּרַע
Hebrew;BRC</;ברשׁע֜;בִּרְשַׁע
Hebrew;CN>B/;שׁנאב֜;שִׁנְאָב
Hebrew;CM>BR/;שׁמאבר֜;שֶׁמְאֵבֶר
Hebrew;BL<===/;בלע֜;בֶּלַע
Hebrew;XBR[;חבר;חבר
Hebrew;<MQ/;עמק֜;עֵמֶק
Hebrew;FDJM/;שׂדים֜;שִׂדִּים
Hebrew;MLX/;מלח֜;מֶלַח
Hebrew;MRD[;מרד;מרד
Hebrew;RP>JM=/;רפאים֜;רְפָאִים
Hebrew;<CTRT_QRNJM/;עשׁתרת קרנים֜;עַשְׁתְּרֹת קַרְנַיִם
Hebrew;ZWZJ/;זוזי֜;זוזי֜
Hebrew;HM/;הם֜;הָם
Hebrew;>JMJ/;אימי֜;אימי֜
Hebrew;CWH/;שׁוה֜;שָׁוֵה
Hebrew;QRJTJM/;קריתים֜;קִרְיָתָיִם
Hebrew;XRJ/;חרי֜;חֹרִי
Hebrew;F<JR====/;שׂעיר֜;שֵׂעִיר
Hebrew;>JL_P>RN/;איל פארן֜;אֵיל פָּארָן
Hebrew;MDBR/;מדבר֜;מִדְבָּר
Hebrew;<JN_MCPV/;עין משׁפט֜;עֵין מִשְׁפָּט
Hebrew;QDC==/;קדשׁ֜;קָדֵשׁ
Hebrew;<MLQJ/;עמלקי֜;עֲמָלֵקִי
Hebrew;XYYN_TMR/;חצצן תמר֜;חַצְצֹן תָּמָר
Hebrew;<RK[;ערך;ערך
Hebrew;B>R/;באר֜;בְּאֵר
Hebrew;NWS[;נוס;נוס
Hebrew;>KL/;אכל֜;אֹכֶל
Hebrew;PLJV/;פליט֜;פָּלִיט
Hebrew;<BRJ/;עברי֜;עִבְרִי
Hebrew;MMR>/;ממרא֜;מַמְרֵא
Hebrew;>CKL/;אשׁכל֜;אֶשְׁכֹּל
Hebrew;<NR/;ענר֜;עָנֵר
Hebrew;B<L/;בעל֜;בַּעַל
Hebrew;CBH[;שׁבה;שׁבה
Hebrew;RJQ[;ריק;ריק
Hebrew;XNJK/;חניך֜;חָנִיךְ
Hebrew;JLJD/;יליד֜;יָלִיד
Hebrew;RDP[;רדף;רדף
Hebrew;DN/;דן֜;דָּן
Hebrew;XLQ[;חלק;חלק
Hebrew;XWBH/;חובה֜;חֹובָה
Hebrew;DMFQ/;דמשׂק֜;דַּמֶּשֶׂק
Hebrew;QR>=[;קרא;קרא
Hebrew;CWH=/;שׁוה֜;שָׁוֵה
Hebrew;MLKJ_YDQ/;מלכי צדק֜;מַלְכִּי צֶדֶק
Hebrew;CLM===/;שׁלם֜;שָׁלֵם
Hebrew;KHN/;כהן֜;כֹּהֵן
Hebrew;>L/;אל֜;אֵל
Hebrew;<LJWN/;עליון֜;עֶלְיֹון
Hebrew;MGN[;מגן;מגן
Hebrew;YR=/;צר֜;צַר
Hebrew;M<FR/;מעשׂר֜;מַעֲשֵׂר
Hebrew;XWV/;חוט֜;חוּט
Hebrew;FRWK/;שׂרוך֜;שְׂרֹוךְ
Hebrew;N<L/;נעל֜;נַעַל
Hebrew;<CR[;עשׁר;עשׁר
Hebrew;BL<DJ;בלעדי;בִּלְעֲדֵי
Hebrew;N<R/;נער֜;נַעַר
Hebrew;XLQ/;חלק֜;חֵלֶק
Hebrew;MXZH/;מחזה֜;מַחֲזֶה
Hebrew;MGN/;מגן֜;מָגֵן
Hebrew;FKR/;שׂכר֜;שָׂכָר
Hebrew;>DNJ/;אדני֜;אֲדֹנָי
Hebrew;<RJRJ/;ערירי֜;עֲרִירִי
Hebrew;MCQ/;משׁק֜;מֶשֶׁק
Hebrew;>LJ<ZR/;אליעזר֜;אֱלִיעֶזֶר
Hebrew;JRC[;ירשׁ;ירשׁ
Hebrew;M<JM/;מעים֜;מֵעִים
Hebrew;NBV[;נבט;נבט
Hebrew;SPR[;ספר;ספר
Hebrew;KH;כה;כֹּה
Hebrew;>MN[;אמן;אמן
Hebrew;XCB[;חשׁב;חשׁב
Hebrew;YDQH/;צדקה֜;צְדָקָה
Hebrew;<GLH/;עגלה֜;עֶגְלָה
Hebrew;CLC[;שׁלשׁ;שׁלשׁ
Hebrew;<Z==/;עז֜;עֵז
Hebrew;>JL=/;איל֜;אַיִל
Hebrew;TWR/;תור֜;תֹּור
Hebrew;GWZL/;גוזל֜;גֹּוזָל
Hebrew;BTR[;בתר;בתר
Hebrew;BTR/;בתר֜;בֶּתֶר
Hebrew;<JV/;עיט֜;עַיִט
Hebrew;PGR/;פגר֜;פֶּגֶר
Hebrew;NCB[;נשׁב;נשׁב
Hebrew;CMC/;שׁמשׁ֜;שֶׁמֶשׁ
Hebrew;>JMH/;אימה֜;אֵימָה
Hebrew;XCKH/;חשׁכה֜;חֲשֵׁכָה
Hebrew;GR/;גר֜;גֵּר
Hebrew;<NH=[;ענה;ענה
Hebrew;DJN[;דין;דין
Hebrew;CLWM/;שׁלום֜;שָׁלֹום
Hebrew;QBR[;קבר;קבר
Hebrew;FJBH/;שׂיבה֜;שֵׂיבָה
Hebrew;HNH==;הנה;הֵנָּה
Hebrew;CLM=/;שׁלם֜;שָׁלֵם
Hebrew;<LVH/;עלטה֜;עֲלָטָה
Hebrew;TNWR/;תנור֜;תַּנּוּר
Hebrew;<CN/;עשׁן֜;עָשָׁן
Hebrew;LPJD/;לפיד֜;לַפִּיד
Hebrew;>C/;אשׁ֜;אֵשׁ
Hebrew;GZR/;גזר֜;גֶּזֶר
Hebrew;QJNJ/;קיני֜;קֵינִי
Hebrew;QNZJ/;קנזי֜;קְנִזִּי
Hebrew;QDMNJ=/;קדמני֜;קַדְמֹנִי
Hebrew;XTJ/;חתי֜;חִתִּי
Hebrew;HGR/;הגר֜;הָגָר
Hebrew;<YR[;עצר;עצר
Hebrew;>WLJ;אולי;אוּלַי
Hebrew;GBRT/;גברת֜;גְּבֶרֶת
Hebrew;XJQ/;חיק֜;חֵיק
Hebrew;CPV[;שׁפט;שׁפט
Hebrew;BRX[;ברח;ברח
Hebrew;ML>K/;מלאך֜;מַלְאָךְ
Hebrew;CWR==/;שׁור֜;שׁוּר
Hebrew;>N;אן;אָן
Hebrew;RB=/;רב֜;רֹב
Hebrew;HRH/;הרה֜;הָרָה
Hebrew;JCM<>L/;ישׁמעאל֜;יִשְׁמָעֵאל
Hebrew;<NJ=/;עני֜;עֳנִי
Hebrew;PR>/;פרא֜;פֶּרֶא
Hebrew;R>J/;ראי֜;רֳאִי
Hebrew;HLM;הלם;הֲלֹם
Hebrew;LXJ_R>J/;לחי ראי֜;לַחַי רֹאִי
Hebrew;BRD==/;ברד֜;בֶּרֶד
Hebrew;CDJ/;שׁדי֜;שַׁדַּי
Hebrew;HMWN/;המון֜;הָמֹון
Hebrew;>BRHM/;אברהם֜;אַבְרָהָם
Hebrew;MGWRJM/;מגורים֜;מְגוּרִים
Hebrew;>XZH/;אחזה֜;אֲחֻזָּה
Hebrew;MWL[;מול;מול
Hebrew;MLL=[;מלל;מלל
Hebrew;<RLH/;ערלה֜;עָרְלָה
Hebrew;MQNH=/;מקנה֜;מִקְנָה
Hebrew;NKR/;נכר֜;נֵכָר
Hebrew;<RL/;ערל֜;עָרֵל
Hebrew;PRR[;פרר;פרר
Hebrew;FRH=/;שׂרה֜;שָׂרָה
Hebrew;YXQ[;צחק;צחק
Hebrew;LW;לו;לוּ
Hebrew;>BL;אבל;אֲבָל
Hebrew;JYXQ/;יצחק֜;יִצְחָק
Hebrew;NFJ>/;נשׂיא֜;נָשִׂיא
Hebrew;XMM[;חמם;חמם
Hebrew;NYB[;נצב;נצב
Hebrew;RWY[;רוץ;רוץ
Hebrew;XWH[;חוה;חוה
Hebrew;M<V/;מעט֜;מְעַט
Hebrew;RXY[;רחץ;רחץ
Hebrew;C<N[;שׁען;שׁען
Hebrew;PT/;פת֜;פַּת
Hebrew;S<D[;סעד;סעד
Hebrew;MHR[;מהר;מהר
Hebrew;S>H/;סאה֜;סְאָה
Hebrew;QMX/;קמח֜;קֶמַח
Hebrew;SLT/;סלת֜;סֹלֶת
Hebrew;LWC[;לושׁ;לושׁ
Hebrew;<GH/;עגה֜;עֻגָה
Hebrew;RK/;רך֜;רַךְ
Hebrew;XM>H/;חמאה֜;חֶמְאָה
Hebrew;XLB/;חלב֜;חָלָב
Hebrew;<MD[;עמד;עמד
Hebrew;>JH;איה;אַיֵּה
Hebrew;ZQN/;זקן֜;זָקֵן
Hebrew;>RX/;ארח֜;אֹרַח
Hebrew;QRB/;קרב֜;קֶרֶב
Hebrew;BLH[;בלה;בלה
Hebrew;<DNH/;עדנה֜;עֶדְנָה
Hebrew;>DWN/;אדון֜;אָדֹון
Hebrew;ZQN[;זקן;זקן
Hebrew;>MNM=;אמנם;אֻמְנָם
Hebrew;PL>[;פלא;פלא
Hebrew;KXC[;כחשׁ;כחשׁ
Hebrew;CQP[;שׁקף;שׁקף
Hebrew;<YWM/;עצום֜;עָצוּם
Hebrew;MCPV/;משׁפט֜;מִשְׁפָּט
Hebrew;Z<QH/;זעקה֜;זְעָקָה
Hebrew;KBD[;כבד;כבד
Hebrew;Y<QH/;צעקה֜;צְעָקָה
Hebrew;KLH=/;כלה֜;כָּלָה
Hebrew;PNH[;פנה;פנה
Hebrew;NGC[;נגשׁ;נגשׁ
Hebrew;SPH[;ספה;ספה
Hebrew;RC</;רשׁע֜;רָשָׁע
Hebrew;JC/;ישׁ֜;יֵשׁ
Hebrew;XLJLH;חלילה;חָלִילָה
Hebrew;<NH[;ענה;ענה
Hebrew;J>L[;יאל;יאל
Hebrew;>PR/;אפר֜;אֵפֶר
Hebrew;<FRH=/;עשׂרה֜;עֲשָׂרָה
Hebrew;C<R/;שׁער֜;שַׁעַר
Hebrew;LJN[;לין;לין
Hebrew;CKM[;שׁכם;שׁכם
Hebrew;RXB==/;רחב֜;רְחֹב
Hebrew;PYR[;פצר;פצר
Hebrew;MCTH/;משׁתה֜;מִשְׁתֶּה
Hebrew;MYH/;מצה֜;מַצָּה
Hebrew;>PH[;אפה;אפה
Hebrew;CKB[;שׁכב;שׁכב
Hebrew;DLT/;דלת֜;דֶּלֶת
Hebrew;R<<[;רעע;רעע
Hebrew;>L===;אל;אֵל
Hebrew;YL/;צל֜;צֵל
Hebrew;QWRH/;קורה֜;קֹורָה
Hebrew;HL>H;הלאה;הָלְאָה
Hebrew;CBR[;שׁבר;שׁבר
Hebrew;SNWRJM/;סנורים֜;סַנְוֵרִים
Hebrew;L>H[;לאה;לאה
Hebrew;PH;פה;פֹּה
Hebrew;XTN/;חתן֜;חָתָן
Hebrew;KMW;כמו;כְּמֹו
Hebrew;CXR/;שׁחר֜;שַׁחַר
Hebrew;>WY[;אוץ;אוץ
Hebrew;MHH[;מהה;מָהַהּ
Hebrew;XZQ[;חזק;חזק
Hebrew;XMLH/;חמלה֜;חֶמְלָה
Hebrew;MLV[;מלט;מלט
Hebrew;XSD/;חסד֜;חֶסֶד
Hebrew;QRWB/;קרוב֜;קָרֹוב
Hebrew;MY<R/;מצער֜;מִצְעָר
Hebrew;GPRJT/;גפרית֜;גָּפְרִית
Hebrew;YMX/;צמח֜;צֶמַח
Hebrew;NYJB/;נציב֜;נְצִיב
Hebrew;QJVWR/;קיטור֜;קִיטֹור
Hebrew;KBCN/;כבשׁן֜;כִּבְשָׁן
Hebrew;HPKH/;הפכה֜;הֲפֵכָה
Hebrew;M<RH/;מערה֜;מְעָרָה
Hebrew;BKJRH/;בכירה֜;בְּכִירָה
Hebrew;Y<JR/;צעיר֜;צָעִיר
Hebrew;MXRT/;מחרת֜;מָחֳרָת
Hebrew;>MC/;אמשׁ֜;אֶמֶשׁ
Hebrew;MW>B/;מואב֜;מֹואָב
Hebrew;BN_<MJ/;בן עמי֜;בֶּן עַמִּי
Hebrew;<MWN/;עמון֜;עַמֹּון
Hebrew;>BJMLK/;אבימלך֜;אֲבִימֶלֶךְ
Hebrew;XLWM/;חלום֜;חֲלֹום
Hebrew;B<L[;בעל;בעל
Hebrew;TM=/;תם֜;תֹּם
Hebrew;LBB/;לבב֜;לֵבָב
Hebrew;NQJWN/;נקיון֜;נִקָּיֹון
Hebrew;XFK[;חשׂך;חשׂך
Hebrew;XV>[;חטא;חטא
Hebrew;NBJ>/;נביא֜;נָבִיא
Hebrew;PLL[;פלל;פלל
Hebrew;>ZN/;אזן֜;אֹזֶן
Hebrew;XV>H/;חטאה֜;חֲטָאָה
Hebrew;JR>H/;יראה֜;יִרְאָה
Hebrew;>MNH;אמנה;אָמְנָה
Hebrew;T<H[;תעה;תעה
Hebrew;>LP=/;אלף֜;אֶלֶף
Hebrew;KSWT/;כסות֜;כְּסוּת
Hebrew;JKX[;יכח;יכח
Hebrew;RP>[;רפא;רפא
Hebrew;>MH/;אמה֜;אָמָה
Hebrew;RXM/;רחם֜;רֶחֶם
Hebrew;PQD[;פקד;פקד
Hebrew;ZQNJM/;זקנים֜;זְקֻנִים
Hebrew;YXQ/;צחק֜;צְחֹק
Hebrew;MLL[;מלל;מלל
Hebrew;JNQ[;ינק;ינק
Hebrew;GML[;גמל;גמל
Hebrew;>WDWT/;אודות֜;אֹודֹות
Hebrew;XMT/;חמת֜;חֵמֶת
Hebrew;CB<==/;שׁבע֜;שֶׁבַע
Hebrew;CLK[;שׁלך;שׁלך
Hebrew;RXQ[;רחק;רחק
Hebrew;VXH[;טחה;טחה
Hebrew;MWT/;מות֜;מָוֶת
Hebrew;BKH[;בכה;בכה
Hebrew;RBH=[;רבה;רבה
Hebrew;QCT=/;קשׁת֜;קַשָּׁת
Hebrew;P>RN/;פארן֜;פָּארָן
Hebrew;PJKL/;פיכל֜;פִּיכֹל
Hebrew;CB<[;שׁבע;שׁבע
Hebrew;CQR[;שׁקר;שׁקר
Hebrew;NJN/;נין֜;נִין
Hebrew;NKD/;נכד֜;נֶכֶד
Hebrew;GZL[;גזל;גזל
Hebrew;KBFH/;כבשׂה֜;כִּבְשָׂה
Hebrew;<DH=/;עדה֜;עֵדָה
Hebrew;XPR=[;חפר;חפר
Hebrew;>CL/;אשׁל֜;אֵשֶׁל
Hebrew;NSH[;נסה;נסה
Hebrew;JXJD/;יחיד֜;יָחִיד
Hebrew;>HB[;אהב;אהב
Hebrew;MRJH/;מריה֜;מֹרִיָּה
Hebrew;XBC[;חבשׁ;חבשׁ
Hebrew;RXWQ/;רחוק֜;רָחֹוק
Hebrew;M>KLT/;מאכלת֜;מַאֲכֶלֶת
Hebrew;FH/;שׂה֜;שֶׂה
Hebrew;<QD[;עקד;עקד
Hebrew;CXV[;שׁחט;שׁחט
Hebrew;M>WMH/;מאומה֜;מְאוּמָה
Hebrew;JR>/;ירא֜;יָרֵא
Hebrew;>XZ[;אחז;אחז
Hebrew;SBK/;סבך֜;סְבַךְ
Hebrew;QRN/;קרן֜;קֶרֶן
Hebrew;N>M/;נאם֜;נְאֻם
Hebrew;J<N/;יען֜;יַעַן
Hebrew;XWL/;חול֜;חֹול
Hebrew;>JB[;איב;איב
Hebrew;<QB/;עקב֜;עֵקֶב
Hebrew;BWZ=/;בוז֜;בּוּז
Hebrew;QMW>L/;קמואל֜;קְמוּאֵל
Hebrew;KFD/;כשׂד֜;כֶּשֶׂד
Hebrew;XZW/;חזו֜;חֲזֹו
Hebrew;PLDC/;פלדשׁ֜;פִּלְדָּשׁ
Hebrew;JDLP/;ידלף֜;יִדְלָף
Hebrew;BTW>L/;בתואל֜;בְּתוּאֵל
Hebrew;RBQH/;רבקה֜;רִבְקָה
Hebrew;PLGC/;פלגשׁ֜;פִּלֶגֶשׁ
Hebrew;R>WMH/;ראומה֜;רְאוּמָה
Hebrew;VBX==/;טבח֜;טֶבַח
Hebrew;GXM/;גחם֜;גַּחַם
Hebrew;TXC=/;תחשׁ֜;תַּחַשׁ
Hebrew;M<KH/;מעכה֜;מַעֲכָה
Hebrew;QRJT_>RB</;קרית ארבע֜;קִרְיַת אַרְבַּע
Hebrew;SPD[;ספד;ספד
Hebrew;TWCB/;תושׁב֜;תֹּושָׁב
Hebrew;QBR/;קבר֜;קֶבֶר
Hebrew;MBXR/;מבחר֜;מִבְחָר
Hebrew;PG<[;פגע;פגע
Hebrew;<PRWN/;עפרון֜;עֶפְרֹון
Hebrew;YXR=/;צחר֜;צֹחַר
Hebrew;MKPLH/;מכפלה֜;מַכְפֵּלָה
Hebrew;ML>/;מלא֜;מָלֵא
Hebrew;CQL/;שׁקל֜;שֶׁקֶל
Hebrew;CQL[;שׁקל;שׁקל
Hebrew;SXR[;סחר;סחר
Hebrew;SBJB/;סביב֜;סָבִיב
Hebrew;JRK/;ירך֜;יָרֵךְ
Hebrew;>BH[;אבה;אבה
Hebrew;NQH[;נקה;נקה
Hebrew;CBW<H/;שׁבועה֜;שְׁבוּעָה
Hebrew;VWB=/;טוב֜;טוּב
Hebrew;BRK=[;ברך;ברך
Hebrew;C>B[;שׁאב;שׁאב
Hebrew;QRH[;קרה;קרה
Hebrew;N<RH/;נערה֜;נַעֲרָה
Hebrew;KD/;כד֜;כַּד
Hebrew;BTWLH/;בתולה֜;בְּתוּלָה
Hebrew;GM>[;גמא;גמא
Hebrew;<RH[;ערה;ערה
Hebrew;CQT/;שׁקת֜;שֹׁקֶת
Hebrew;C>H==[;שׁאה;שׁאה
Hebrew;XRC[;חרשׁ;חרשׁ
Hebrew;YLX[;צלח;צלח
Hebrew;NZM/;נזם֜;נֶזֶם
Hebrew;BQ</;בקע֜;בֶּקַע
Hebrew;MCQL/;משׁקל֜;מִשְׁקָל
Hebrew;YMJD/;צמיד֜;צָמִיד
Hebrew;TBN/;תבן֜;תֶּבֶן
Hebrew;MSPW>/;מספוא֜;מִסְפֹּוא
Hebrew;QDD[;קדד;קדד
Hebrew;>MT/;אמת֜;אֶמֶת
Hebrew;NXH[;נחה;נחה
Hebrew;LBN=/;לבן֜;לָבָן
Hebrew;ZQNH/;זקנה֜;זִקְנָה
Hebrew;MCPXT/;משׁפחת֜;מִשְׁפַּחַת
Hebrew;>LH=/;אלה֜;אָלָה
Hebrew;NQJ/;נקי֜;נָקִי
Hebrew;<LMH/;עלמה֜;עַלְמָה
Hebrew;C>L[;שׁאל;שׁאל
Hebrew;>W;או;אֹו
Hebrew;KLJ/;כלי֜;כְּלִי
Hebrew;BGD/;בגד֜;בֶּגֶד
Hebrew;MGDNWT/;מגדנות֜;מִגְדָּנֹות
Hebrew;<FWR/;עשׂור֜;עָשֹׂור
Hebrew;>XR[;אחר;אחר
Hebrew;MJNQT/;מינקת֜;מֵינֶקֶת
Hebrew;RBBH/;רבבה֜;רְבָבָה
Hebrew;FN>[;שׂנא;שׂנא
Hebrew;RKB[;רכב;רכב
Hebrew;FWX[;שׂוח;שׂוח
Hebrew;LZH;לזה;לָזֶה
Hebrew;Y<JP/;צעיף֜;צָעִיף
Hebrew;QVWRH=/;קטורה֜;קְטוּרָה
Hebrew;ZMRN/;זמרן֜;זִמְרָן
Hebrew;JQCN/;יקשׁן֜;יָקְשָׁן
Hebrew;MDN/;מדן֜;מְדָן
Hebrew;MDJN=/;מדין֜;מִדְיָן
Hebrew;JCBQ/;ישׁבק֜;יִשְׁבָּק
Hebrew;CWX/;שׁוח֜;שׁוּחַ
Hebrew;>CWRJM/;אשׁורים֜;אַשּׁוּרִים
Hebrew;LVWCJM/;לטושׁים֜;לְטוּשִׁים
Hebrew;L>MJM/;לאמים֜;לְאֻמִּים
Hebrew;<JPH=/;עיפה֜;עֵיפָה
Hebrew;<PR==/;עפר֜;עֵפֶר
Hebrew;>BJD</;אבידע֜;אֲבִידָע
Hebrew;>LD<H/;אלדעה֜;אֶלְדָּעָה
Hebrew;MTNH/;מתנה֜;מַתָּנָה
Hebrew;FB<=/;שׂבע֜;שָׂבֵעַ
Hebrew;QNH[;קנה;קנה
Hebrew;NBJWT/;נביות֜;נְבָיֹות
Hebrew;QDR/;קדר֜;קֵדָר
Hebrew;>DB>L/;אדבאל֜;אַדְבְּאֵל
Hebrew;MBFM/;מבשׂם֜;מִבְשָׂם
Hebrew;MCM<=/;משׁמע֜;מִשְׁמָע
Hebrew;DWMH=/;דומה֜;דּוּמָה
Hebrew;MF>===/;משׂא֜;מַשָּׂא
Hebrew;XDD/;חדד֜;חֲדַד
Hebrew;TJM>/;תימא֜;תֵּימָא
Hebrew;JVWR/;יטור֜;יְטוּר
Hebrew;NPJC/;נפישׁ֜;נָפִישׁ
Hebrew;QDMH==/;קדמה֜;קֵדְמָה
Hebrew;XYR/;חצר֜;חָצֵר
Hebrew;VJRH/;טירה֜;טִירָה
Hebrew;>MH==/;אמה֜;אֻמָּה
Hebrew;>RMJ/;ארמי֜;אֲרַמִּי
Hebrew;PDN/;פדן֜;פַּדָּן
Hebrew;<TR[;עתר;עתר
Hebrew;NKX=/;נכח֜;נֹכַח
Hebrew;RYY[;רצץ;רצץ
Hebrew;BVN/;בטן֜;בֶּטֶן
Hebrew;L>M/;לאם֜;לְאֹם
Hebrew;>MY[;אמץ;אמץ
Hebrew;TW>MM/;תואמם֜;תֹּואֲמִם
Hebrew;>DMNJ/;אדמני֜;אַדְמֹנִי
Hebrew;>DRT/;אדרת֜;אַדֶּרֶת
Hebrew;F<R/;שׂער֜;שֵׂעָר
Hebrew;<FW/;עשׂו֜;עֵשָׂו
Hebrew;J<QB/;יעקב֜;יַעֲקֹב
Hebrew;TM/;תם֜;תָּם
Hebrew;ZJD[;זיד;זיד
Hebrew;NZJD/;נזיד֜;נָזִיד
Hebrew;<JP/;עיף֜;עָיֵף
Hebrew;L<V[;לעט;לעט
Hebrew;>DM=/;אדם֜;אָדֹם
Hebrew;>DWM/;אדום֜;אֱדֹום
Hebrew;MKR[;מכר;מכר
Hebrew;BKRH/;בכרה֜;בְּכֹרָה
Hebrew;<DCH/;עדשׁה֜;עֲדָשָׁה
Hebrew;BZH[;בזה;בזה
Hebrew;MCMRT/;משׁמרת֜;מִשְׁמֶרֶת
Hebrew;MYWH/;מצוה֜;מִצְוָה
Hebrew;XQH/;חקה֜;חֻקָּה
Hebrew;TWRH/;תורה֜;תֹּורָה
Hebrew;>RK[;ארך;ארך
Hebrew;>JK;איך;אֵיךְ
Hebrew;>CM/;אשׁם֜;אָשָׁם
Hebrew;C<R=/;שׁער֜;שַׁעַר
Hebrew;GDL=/;גדל֜;גָּדֵל
Hebrew;<BDH=/;עבדה֜;עֲבֻדָּה
Hebrew;QN>[;קנא;קנא
Hebrew;STM[;סתם;סתם
Hebrew;<YM[;עצם;עצם
Hebrew;XNH[;חנה;חנה
